date,case,hospital,icu,death,name,sex,agegroup
2021-01-26,233,97,6,2,Fife,female,45-64
2021-01-26,261,42,8,2,Fife,female,65-74
2021-01-26,288,65,6,4,Fife,female,75-84
2021-01-26,386,4,11,2,Fife,female,85+
2021-01-26,483,51,9,2,Fife,male,0
2021-01-26,339,10,12,2,Fife,male,1-14
2021-01-26,262,103,13,2,Fife,male,15-44
2021-01-26,537,31,9,2,Fife,male,45-64
2021-01-26,162,90,5,3,Fife,male,65-74
2021-01-26,307,55,10,1,Fife,male,75-84
2021-01-26,296,65,12,2,Fife,male,85+
2021-01-26,174,53,8,4,Forth Valley,female,0
2021-01-26,233,67,11,2,Forth Valley,female,1-14
2021-01-26,458,11,9,4,Forth Valley,female,15-44
2021-01-26,274,49,1,3,Forth Valley,female,45-64
2021-01-26,479,29,13,2,Forth Valley,female,65-74
2021-01-26,276,9,8,2,Forth Valley,female,75-84
2021-01-26,262,64,10,2,Forth Valley,female,85+
2021-01-26,236,11,5,1,Forth Valley,male,0
2021-01-26,231,44,10,3,Forth Valley,male,1-14
2021-01-26,326,61,11,2,Forth Valley,male,15-44
2021-01-26,388,28,8,2,Forth Valley,male,45-64
2021-01-26,363,13,8,2,Forth Valley,male,65-74
2021-01-26,185,64,3,2,Forth Valley,male,75-84
2021-01-26,447,65,2,3,Forth Valley,male,85+
2021-01-26,73,54,9,3,Grampian,female,0
2021-01-26,284,41,12,3,Grampian,female,1-14
2021-01-26,246,36,4,3,Grampian,female,15-44
2021-01-26,93,82,10,3,Grampian,female,45-64
2021-01-26,288,63,5,1,Grampian,female,65-74
2021-01-26,233,65,8,4,Grampian,female,75-84
2021-01-26,345,54,8,4,Grampian,female,85+
2021-01-26,199,22,12,1,Grampian,male,0
2021-01-26,202,62,4,0,Grampian,male,1-14
2021-01-26,278,32,11,4,Grampian,male,15-44
2021-01-26,435,66,8,1,Grampian,male,45-64
2021-01-26,288,46,4,3,Grampian,male,65-74
2021-01-26,188,65,8,4,Grampian,male,75-84
2021-01-26,154,33,7,3,Grampian,male,85+
2021-01-26,486,82,6,2,Greater Glasgow and Clyde,female,0
2021-01-26,469,90,5,3,Greater Glasgow and Clyde,female,1-14
2021-01-26,248,49,13,0,Greater Glasgow and Clyde,female,15-44
2021-01-26,227,51,9,3,Greater Glasgow and Clyde,female,45-64
2021-01-26,352,13,5,3,Greater Glasgow and Clyde,female,65-74
2021-01-26,479,23,10,3,Greater Glasgow and Clyde,female,75-84
2021-01-26,270,63,13,3,Greater Glasgow and Clyde,female,85+
2021-01-26,312,40,11,3,Greater Glasgow and Clyde,male,0
2021-01-26,167,67,12,4,Greater Glasgow and Clyde,male,1-14
2021-01-26,325,82,5,2,Greater Glasgow and Clyde,male,15-44
2021-01-26,272,60,6,1,Greater Glasgow and Clyde,male,45-64
2021-01-26,199,97,17,3,Greater Glasgow and Clyde,male,65-74
2021-01-26,345,38,10,4,Greater Glasgow and Clyde,male,75-84
2021-01-26,167,67,11,4,Greater Glasgow and Clyde,male,85+
2021-01-26,176,43,5,3,Highland,female,0
2021-01-26,272,89,7,2,Highland,female,1-14
2021-01-26,322,75,11,3,Highland,female,15-44
2021-01-26,412,92,8,4,Highland,female,45-64
2021-01-26,250,21,10,1,Highland,female,65-74
2021-01-26,357,63,15,1,Highland,female,75-84
2021-01-26,265,72,15,2,Highland,female,85+
2021-01-26,182,80,11,2,Highland,male,0
2021-01-26,166,80,7,3,Highland,male,1-14
2021-01-26,512,59,8,2,Highland,male,15-44
2021-01-26,165,50,6,3,Highland,male,45-64
2021-01-26,251,69,7,3,Highland,male,65-74
2021-01-26,364,80,11,4,Highland,male,75-84
2021-01-26,291,61,15,4,Highland,male,85+
2021-01-26,253,19,12,2,Lanarkshire,female,0
2021-01-26,357,84,15,2,Lanarkshire,female,1-14
2021-01-26,290,21,12,3,Lanarkshire,female,15-44
2021-01-26,352,80,14,3,Lanarkshire,female,45-64
2021-01-26,317,49,12,2,Lanarkshire,female,65-74
2021-01-26,0,17,9,3,Lanarkshire,female,75-84
2021-01-26,237,51,8,0,Lanarkshire,female,85+
2021-01-26,302,83,13,5,Lanarkshire,male,0
2021-01-26,184,35,4,3,Lanarkshire,male,1-14
2021-01-26,405,58,2,2,Lanarkshire,male,15-44
2021-01-26,375,25,4,3,Lanarkshire,male,45-64
2021-01-26,239,37,11,4,Lanarkshire,male,65-74
2021-01-26,441,78,4,2,Lanarkshire,male,75-84
2021-01-26,234,39,18,3,Lanarkshire,male,85+
2021-01-26,368,58,4,3,Lothian,female,0
2021-01-26,336,30,9,2,Lothian,female,1-14
2021-01-26,421,52,11,5,Lothian,female,15-44
2021-01-26,295,58,5,2,Lothian,female,45-64
2021-01-26,99,13,10,3,Lothian,female,65-74
2021-01-26,253,60,9,3,Lothian,female,75-84
2021-01-26,286,45,13,2,Lothian,female,85+
2021-01-26,466,38,9,1,Lothian,male,0
2021-01-26,430,14,15,1,Lothian,male,1-14
2021-01-26,130,46,5,2,Lothian,male,15-44
2021-01-26,294,59,9,2,Lothian,male,45-64
2021-01-26,159,31,4,3,Lothian,male,65-74
2021-01-26,258,83,22,3,Lothian,male,75-84
2021-01-26,210,68,9,3,Lothian,male,85+
2021-01-26,494,71,12,3,Orkney,female,0
2021-01-26,475,76,7,0,Orkney,female,1-14
2021-01-26,205,48,5,3,Orkney,female,15-44
2021-01-26,208,67,9,3,Orkney,female,45-64
2021-01-26,481,57,12,4,Orkney,female,65-74
2021-01-26,342,50,8,2,Orkney,female,75-84
2021-01-26,103,77,10,4,Orkney,female,85+
2021-01-26,320,71,14,1,Orkney,male,0
2021-01-26,84,110,9,3,Orkney,male,1-14
2021-01-26,366,28,11,1,Orkney,male,15-44
2021-01-26,322,37,6,2,Orkney,male,45-64
2021-01-26,300,58,9,1,Orkney,male,65-74
2021-01-26,278,50,9,3,Orkney,male,75-84
2021-01-26,150,104,10,2,Orkney,male,85+
2021-01-26,116,87,11,2,Shetland,female,0
2021-01-26,356,16,13,2,Shetland,female,1-14
2021-01-26,585,51,5,2,Shetland,female,15-44
2021-01-26,279,45,8,2,Shetland,female,45-64
2021-01-26,177,56,7,2,Shetland,female,65-74
2021-01-26,162,67,4,3,Shetland,female,75-84
2021-01-26,400,68,13,0,Shetland,female,85+
2021-01-26,477,72,7,0,Shetland,male,0
2021-01-26,282,41,12,2,Shetland,male,1-14
2021-01-26,311,48,10,2,Shetland,male,15-44
2021-01-26,306,38,10,1,Shetland,male,45-64
2021-01-26,201,43,5,2,Shetland,male,65-74
2021-01-26,452,13,5,3,Shetland,male,75-84
2021-01-26,131,46,8,3,Shetland,male,85+
2021-01-26,312,41,2,3,Tayside,female,0
2021-01-26,364,48,9,2,Tayside,female,1-14
2021-01-26,233,49,8,2,Tayside,female,15-44
2021-01-26,363,25,13,2,Tayside,female,45-64
2021-01-26,515,41,4,1,Tayside,female,65-74
2021-01-26,139,50,11,4,Tayside,female,75-84
2021-01-26,323,30,12,3,Tayside,female,85+
2021-01-26,376,65,4,4,Tayside,male,0
2021-01-26,196,6,6,1,Tayside,male,1-14
2021-01-26,453,66,14,2,Tayside,male,15-44
2021-01-26,199,68,7,4,Tayside,male,45-64
2021-01-26,433,70,11,2,Tayside,male,65-74
2021-01-26,374,55,5,1,Tayside,male,75-84
2021-01-26,307,0,3,3,Tayside,male,85+
2021-01-26,141,33,13,2,Western Isles,female,0
2021-01-26,331,58,10,2,Western Isles,female,1-14
2021-01-26,250,80,12,2,Western Isles,female,15-44
2021-01-26,573,18,10,1,Western Isles,female,45-64
2021-01-26,79,42,9,2,Western Isles,female,65-74
2021-01-26,102,62,11,2,Western Isles,female,75-84
2021-01-26,367,35,11,2,Western Isles,female,85+
2021-01-26,322,44,9,2,Western Isles,male,0
2021-01-26,396,77,14,2,Western Isles,male,1-14
2021-01-26,252,53,19,3,Western Isles,male,15-44
2021-01-26,182,62,0,1,Western Isles,male,45-64
2021-01-26,308,58,5,1,Western Isles,male,65-74
2021-01-26,417,78,5,1,Western Isles,male,75-84
2021-01-26,165,57,0,1,Western Isles,male,85+
2021-01-27,275,46,5,2,Ayrshire and Arran,female,0
2021-01-27,265,43,5,1,Ayrshire and Arran,female,1-14
2021-01-27,261,76,12,3,Ayrshire and Arran,female,15-44
2021-01-27,146,60,1,4,Ayrshire and Arran,female,45-64
2021-01-27,219,33,7,1,Ayrshire and Arran,female,65-74
2021-01-27,126,51,8,1,Ayrshire and Arran,female,75-84
2021-01-27,405,63,10,1,Ayrshire and Arran,female,85+
2021-01-27,336,40,7,1,Ayrshire and Arran,male,0
2021-01-27,178,73,4,3,Ayrshire and Arran,male,1-14
2021-01-27,489,56,15,3,Ayrshire and Arran,male,15-44
2021-01-27,223,80,14,1,Ayrshire and Arran,male,45-64
2021-01-27,187,75,4,4,Ayrshire and Arran,male,65-74
2021-01-27,162,68,5,3,Ayrshire and Arran,male,75-84
2021-01-27,262,76,1,1,Ayrshire and Arran,male,85+
2021-01-27,429,90,6,2,Borders,female,0
2021-01-27,420,50,10,3,Borders,female,1-14
2021-01-27,216,65,8,3,Borders,female,15-44
2021-01-27,100,59,13,3,Borders,female,45-64
2021-01-27,399,66,10,4,Borders,female,65-74
2021-01-27,256,85,3,1,Borders,female,75-84
2021-01-27,430,37,18,3,Borders,female,85+
2021-01-27,390,0,9,2,Borders,male,0
2021-01-27,144,63,9,2,Borders,male,1-14
2021-01-27,289,57,15,2,Borders,male,15-44
2021-01-27,615,35,4,2,Borders,male,45-64
2021-01-27,313,48,12,2,Borders,male,65-74
2021-01-27,339,59,10,0,Borders,male,75-84
2021-01-27,245,22,7,4,Borders,male,85+
2021-01-27,271,67,11,0,Dumfries and Galloway,female,0
2021-01-27,361,10,10,2,Dumfries and Galloway,female,1-14
2021-01-27,226,92,10,2,Dumfries and Galloway,female,15-44
2021-01-27,513,43,7,2,Dumfries and Galloway,female,45-64
2021-01-27,37,72,7,5,Dumfries and Galloway,female,65-74
2021-01-27,378,81,4,2,Dumfries and Galloway,female,75-84
2021-01-27,395,89,4,2,Dumfries and Galloway,female,85+
2021-01-27,232,78,6,1,Dumfries and Galloway,male,0
2021-01-27,245,69,6,3,Dumfries and Galloway,male,1-14
2021-01-27,286,26,11,4,Dumfries and Galloway,male,15-44
2021-01-27,307,73,13,4,Dumfries and Galloway,male,45-64
2021-01-27,247,9,12,1,Dumfries and Galloway,male,65-74
2021-01-27,251,94,5,4,Dumfries and Galloway,male,75-84
2021-01-27,146,46,7,1,Dumfries and Galloway,male,85+
2021-01-27,427,31,14,2,Fife,female,0
2021-01-27,406,49,10,3,Fife,female,1-14
2021-01-27,291,62,10,1,Fife,female,15-44
2021-01-27,243,117,5,4,Fife,female,45-64
2021-01-27,338,88,7,3,Fife,female,65-74
2021-01-27,385,83,9,1,Fife,female,75-84
2021-01-27,287,36,9,3,Fife,female,85+
2021-01-27,422,33,11,1,Fife,male,0
2021-01-27,214,104,13,0,Fife,male,1-14
2021-01-27,278,64,8,2,Fife,male,15-44
2021-01-27,418,78,6,2,Fife,male,45-64
2021-01-27,328,19,8,3,Fife,male,65-74
2021-01-27,274,59,12,3,Fife,male,75-84
2021-01-27,254,50,12,2,Fife,male,85+
2021-01-27,275,70,9,3,Forth Valley,female,0
2021-01-27,277,45,11,3,Forth Valley,female,1-14
2021-01-27,363,55,7,2,Forth Valley,female,15-44
2021-01-27,524,100,14,1,Forth Valley,female,45-64
2021-01-27,313,50,14,2,Forth Valley,female,65-74
2021-01-27,475,76,10,1,Forth Valley,female,75-84
2021-01-27,148,49,8,3,Forth Valley,female,85+
2021-01-27,349,98,14,1,Forth Valley,male,0
2021-01-27,255,56,6,3,Forth Valley,male,1-14
2021-01-27,182,85,1,4,Forth Valley,male,15-44
2021-01-27,300,84,10,2,Forth Valley,male,45-64
2021-01-27,389,12,10,2,Forth Valley,male,65-74
2021-01-27,0,33,12,3,Forth Valley,male,75-84
2021-01-27,257,14,4,1,Forth Valley,male,85+
2021-01-27,181,21,7,4,Grampian,female,0
2021-01-27,360,62,7,5,Grampian,female,1-14
2021-01-27,425,50,2,2,Grampian,female,15-44
2021-01-27,225,27,11,2,Grampian,female,45-64
2021-01-27,280,70,10,4,Grampian,female,65-74
2021-01-27,495,35,5,3,Grampian,female,75-84
2021-01-27,227,89,12,3,Grampian,female,85+
2021-01-27,259,75,9,0,Grampian,male,0
2021-01-27,145,75,12,3,Grampian,male,1-14
2021-01-27,342,78,14,1,Grampian,male,15-44
2021-01-27,529,53,8,3,Grampian,male,45-64
2021-01-27,408,79,7,2,Grampian,male,65-74
2021-01-27,364,52,6,3,Grampian,male,75-84
2021-01-27,280,30,9,1,Grampian,male,85+
2021-01-27,208,62,15,3,Greater Glasgow and Clyde,female,0
2021-01-27,389,65,4,3,Greater Glasgow and Clyde,female,1-14
2021-01-27,321,34,15,2,Greater Glasgow and Clyde,female,15-44
2021-01-27,136,57,12,3,Greater Glasgow and Clyde,female,45-64
2021-01-27,355,68,6,2,Greater Glasgow and Clyde,female,65-74
2021-01-27,413,78,9,4,Greater Glasgow and Clyde,female,75-84
2021-01-27,54,46,6,2,Greater Glasgow and Clyde,female,85+
2021-01-27,198,51,13,3,Greater Glasgow and Clyde,male,0
2021-01-27,343,32,10,1,Greater Glasgow and Clyde,male,1-14
2021-01-27,326,86,12,3,Greater Glasgow and Clyde,male,15-44
2021-01-27,406,48,10,1,Greater Glasgow and Clyde,male,45-64
2021-01-27,364,59,16,3,Greater Glasgow and Clyde,male,65-74
2021-01-27,33,14,12,4,Greater Glasgow and Clyde,male,75-84
2021-01-27,439,57,9,2,Greater Glasgow and Clyde,male,85+
2021-01-27,213,80,9,2,Highland,female,0
2021-01-27,311,84,12,1,Highland,female,1-14
2021-01-27,147,53,4,1,Highland,female,15-44
2021-01-27,429,75,15,2,Highland,female,45-64
2021-01-27,623,62,8,3,Highland,female,65-74
2021-01-27,48,68,7,0,Highland,female,75-84
2021-01-27,215,51,10,1,Highland,female,85+
2021-01-27,176,94,9,1,Highland,male,0
2021-01-27,368,44,9,2,Highland,male,1-14
2021-01-27,342,106,4,2,Highland,male,15-44
2021-01-27,200,30,13,1,Highland,male,45-64
2021-01-27,203,61,10,2,Highland,male,65-74
2021-01-27,176,39,7,0,Highland,male,75-84
2021-01-27,260,52,7,1,Highland,male,85+
2021-01-27,251,90,8,3,Lanarkshire,female,0
2021-01-27,646,56,18,2,Lanarkshire,female,1-14
2021-01-27,261,60,5,3,Lanarkshire,female,15-44
2021-01-27,210,47,13,2,Lanarkshire,female,45-64
2021-01-27,328,28,2,4,Lanarkshire,female,65-74
2021-01-27,334,49,15,4,Lanarkshire,female,75-84
2021-01-27,156,46,8,2,Lanarkshire,female,85+
2021-01-27,214,64,15,1,Lanarkshire,male,0
2021-01-27,349,83,10,5,Lanarkshire,male,1-14
2021-01-27,229,36,9,4,Lanarkshire,male,15-44
2021-01-27,355,46,5,1,Lanarkshire,male,45-64
2021-01-27,22,9,5,1,Lanarkshire,male,65-74
2021-01-27,273,57,7,4,Lanarkshire,male,75-84
2021-01-27,552,64,16,3,Lanarkshire,male,85+
2021-01-27,330,76,11,2,Lothian,female,0
2021-01-27,96,72,9,1,Lothian,female,1-14
2021-01-27,318,34,12,0,Lothian,female,15-44
2021-01-27,414,22,6,2,Lothian,female,45-64
2021-01-27,341,26,8,1,Lothian,female,65-74
2021-01-27,388,100,4,2,Lothian,female,75-84
2021-01-27,486,19,8,2,Lothian,female,85+
2021-01-27,315,53,14,2,Lothian,male,0
2021-01-27,209,83,7,2,Lothian,male,1-14
2021-01-27,369,36,16,5,Lothian,male,15-44
2021-01-27,285,76,9,4,Lothian,male,45-64
2021-01-27,240,50,10,1,Lothian,male,65-74
2021-01-27,206,38,11,2,Lothian,male,75-84
2021-01-27,297,59,9,4,Lothian,male,85+
2021-01-27,362,46,4,2,Orkney,female,0
2021-01-27,260,55,18,1,Orkney,female,1-14
2021-01-27,103,53,12,4,Orkney,female,15-44
2021-01-27,109,55,8,5,Orkney,female,45-64
2021-01-27,455,65,10,1,Orkney,female,65-74
2021-01-27,304,40,17,2,Orkney,female,75-84
2021-01-27,548,31,7,1,Orkney,female,85+
2021-01-27,209,76,14,3,Orkney,male,0
2021-01-27,402,75,12,1,Orkney,male,1-14
2021-01-27,237,16,3,4,Orkney,male,15-44
2021-01-27,257,40,11,2,Orkney,male,45-64
2021-01-27,215,96,5,2,Orkney,male,65-74
2021-01-27,295,78,8,2,Orkney,male,75-84
2021-01-27,44,85,10,3,Orkney,male,85+
2021-01-27,308,67,5,3,Shetland,female,0
2021-01-27,342,21,13,3,Shetland,female,1-14
2021-01-27,383,50,10,2,Shetland,female,15-44
2021-01-27,283,90,5,5,Shetland,female,45-64
2021-01-27,47,44,6,3,Shetland,female,65-74
2021-01-27,93,65,10,2,Shetland,female,75-84
2021-01-27,206,43,10,2,Shetland,female,85+
2021-01-27,387,58,8,2,Shetland,male,0
2021-01-27,59,55,6,4,Shetland,male,1-14
2021-01-27,316,66,4,3,Shetland,male,15-44
2021-01-27,185,36,7,2,Shetland,male,45-64
2021-01-27,319,50,4,0,Shetland,male,65-74
2021-01-27,318,22,6,2,Shetland,male,75-84
2021-01-27,489,80,0,2,Shetland,male,85+
2021-01-27,337,58,10,3,Tayside,female,0
2021-01-27,98,68,8,2,Tayside,female,1-14
2021-01-27,273,40,13,4,Tayside,female,15-44
2021-01-27,479,58,10,3,Tayside,female,45-64
2021-01-27,206,76,11,3,Tayside,female,65-74
2021-01-27,285,18,14,3,Tayside,female,75-84
2021-01-27,286,25,13,4,Tayside,female,85+
2021-01-27,77,41,9,5,Tayside,male,0
2021-01-27,394,51,10,0,Tayside,male,1-14
2021-01-27,327,12,4,2,Tayside,male,15-44
2021-01-27,404,72,10,4,Tayside,male,45-64
2021-01-27,450,43,10,3,Tayside,male,65-74
2021-01-27,306,69,16,2,Tayside,male,75-84
2021-01-27,487,64,5,4,Tayside,male,85+
2021-01-27,336,55,5,2,Western Isles,female,0
2021-01-27,469,53,9,0,Western Isles,female,1-14
2021-01-27,230,70,12,2,Western Isles,female,15-44
2021-01-27,304,68,12,4,Western Isles,female,45-64
2021-01-27,262,25,4,3,Western Isles,female,65-74
2021-01-27,245,112,10,3,Western Isles,female,75-84
2021-01-27,281,26,8,4,Western Isles,female,85+
2021-01-27,70,101,6,3,Western Isles,male,0
2021-01-27,79,45,7,2,Western Isles,male,1-14
2021-01-27,334,44,15,3,Western Isles,male,15-44
2021-01-27,83,72,12,3,Western Isles,male,45-64
2021-01-27,150,18,9,4,Western Isles,male,65-74
2021-01-27,267,28,6,1,Western Isles,male,75-84
2021-01-27,272,59,6,2,Western Isles,male,85+
2021-01-28,550,64,5,2,Ayrshire and Arran,female,0
2021-01-28,217,72,6,1,Ayrshire and Arran,female,1-14
2021-01-28,474,51,10,2,Ayrshire and Arran,female,15-44
2021-01-28,430,43,11,5,Ayrshire and Arran,female,45-64
2021-01-28,197,20,10,4,Ayrshire and Arran,female,65-74
2021-01-28,267,89,9,1,Ayrshire and Arran,female,75-84
2021-01-28,491,20,14,2,Ayrshire and Arran,female,85+
2021-01-28,286,83,3,3,Ayrshire and Arran,male,0
2021-01-28,260,47,9,2,Ayrshire and Arran,male,1-14
2021-01-28,449,60,8,3,Ayrshire and Arran,male,15-44
2021-01-28,375,35,8,1,Ayrshire and Arran,male,45-64
2021-01-28,137,46,9,2,Ayrshire and Arran,male,65-74
2021-01-28,431,78,6,1,Ayrshire and Arran,male,75-84
2021-01-28,442,54,15,1,Ayrshire and Arran,male,85+
2021-01-28,324,20,5,3,Borders,female,0
2021-01-28,588,58,15,4,Borders,female,1-14
2021-01-28,279,74,6,3,Borders,female,15-44
2021-01-28,236,24,7,3,Borders,female,45-64
2021-01-28,303,80,13,4,Borders,female,65-74
2021-01-28,294,42,5,5,Borders,female,75-84
2021-01-28,79,49,14,3,Borders,female,85+
2021-01-28,212,72,17,3,Borders,male,0
2021-01-28,230,77,5,3,Borders,male,1-14
2021-01-28,411,72,3,4,Borders,male,15-44
2021-01-28,397,57,4,4,Borders,male,45-64
2021-01-28,252,66,5,1,Borders,male,65-74
2021-01-28,435,77,13,3,Borders,male,75-84
2021-01-28,553,58,14,3,Borders,male,85+
2021-01-28,401,40,7,1,Dumfries and Galloway,female,0
2021-01-28,413,23,9,1,Dumfries and Galloway,female,1-14
2021-01-28,227,70,13,2,Dumfries and Galloway,female,15-44
2021-01-28,432,79,2,1,Dumfries and Galloway,female,45-64
2021-01-28,213,52,7,4,Dumfries and Galloway,female,65-74
2021-01-28,28,63,7,2,Dumfries and Galloway,female,75-84
2021-01-28,406,75,3,1,Dumfries and Galloway,female,85+
2021-01-28,399,47,1,2,Dumfries and Galloway,male,0
2021-01-28,393,101,8,2,Dumfries and Galloway,male,1-14
2021-01-28,242,70,2,2,Dumfries and Galloway,male,15-44
2021-01-28,222,97,11,3,Dumfries and Galloway,male,45-64
2021-01-28,130,31,2,2,Dumfries and Galloway,male,65-74
2021-01-28,396,59,8,6,Dumfries and Galloway,male,75-84
2021-01-28,201,63,7,4,Dumfries and Galloway,male,85+
2021-01-28,264,43,9,3,Fife,female,0
2021-01-28,166,54,5,2,Fife,female,1-14
2021-01-28,305,67,9,2,Fife,female,15-44
2021-01-28,252,66,6,4,Fife,female,45-64
2021-01-28,201,36,11,2,Fife,female,65-74
2021-01-28,381,42,10,1,Fife,female,75-84
2021-01-28,104,39,11,1,Fife,female,85+
2021-01-28,458,33,4,4,Fife,male,0
2021-01-28,154,49,17,2,Fife,male,1-14
2021-01-28,416,65,6,4,Fife,male,15-44
2021-01-28,308,56,11,2,Fife,male,45-64
2021-01-28,156,73,9,4,Fife,male,65-74
2021-01-28,369,28,6,3,Fife,male,75-84
2021-01-28,199,66,10,2,Fife,male,85+
2021-01-28,306,51,7,1,Forth Valley,female,0
2021-01-28,272,93,12,2,Forth Valley,female,1-14
2021-01-28,365,43,12,0,Forth Valley,female,15-44
2021-01-28,447,60,7,2,Forth Valley,female,45-64
2021-01-28,187,29,5,2,Forth Valley,female,65-74
2021-01-28,206,59,11,4,Forth Valley,female,75-84
2021-01-28,120,49,8,3,Forth Valley,female,85+
2021-01-28,372,73,11,3,Forth Valley,male,0
2021-01-28,403,72,7,4,Forth Valley,male,1-14
2021-01-28,417,60,10,2,Forth Valley,male,15-44
2021-01-28,413,51,0,3,Forth Valley,male,45-64
2021-01-28,262,52,10,3,Forth Valley,male,65-74
2021-01-28,390,38,12,0,Forth Valley,male,75-84
2021-01-28,325,28,4,3,Forth Valley,male,85+
2021-01-28,226,50,13,3,Grampian,female,0
2021-01-28,435,76,5,3,Grampian,female,1-14
2021-01-28,321,18,14,4,Grampian,female,15-44
2021-01-28,350,26,4,1,Grampian,female,45-64
2021-01-28,260,64,6,3,Grampian,female,65-74
2021-01-28,246,61,9,1,Grampian,female,75-84
2021-01-28,245,22,5,1,Grampian,female,85+
2021-01-28,314,42,11,4,Grampian,male,0
2021-01-28,172,58,13,3,Grampian,male,1-14
2021-01-28,389,24,9,3,Grampian,male,15-44
2021-01-28,467,34,15,1,Grampian,male,45-64
2021-01-28,206,65,9,4,Grampian,male,65-74
2021-01-28,379,40,5,3,Grampian,male,75-84
2021-01-28,299,13,9,3,Grampian,male,85+
2021-01-28,179,72,9,1,Greater Glasgow and Clyde,female,0
2021-01-28,151,43,8,2,Greater Glasgow and Clyde,female,1-14
2021-01-28,351,33,10,3,Greater Glasgow and Clyde,female,15-44
2021-01-28,369,25,8,2,Greater Glasgow and Clyde,female,45-64
2021-01-28,219,35,4,2,Greater Glasgow and Clyde,female,65-74
2021-01-28,192,71,11,1,Greater Glasgow and Clyde,female,75-84
2021-01-28,212,65,12,3,Greater Glasgow and Clyde,female,85+
2021-01-28,360,63,9,3,Greater Glasgow and Clyde,male,0
2021-01-28,551,25,11,1,Greater Glasgow and Clyde,male,1-14
2021-01-28,391,84,7,2,Greater Glasgow and Clyde,male,15-44
2021-01-28,261,68,11,0,Greater Glasgow and Clyde,male,45-64
2021-01-28,202,0,12,3,Greater Glasgow and Clyde,male,65-74
2021-01-28,189,31,11,0,Greater Glasgow and Clyde,male,75-84
2021-01-28,187,31,2,3,Greater Glasgow and Clyde,male,85+
2021-01-28,234,84,9,2,Highland,female,0
2021-01-28,184,51,14,2,Highland,female,1-14
2021-01-28,303,87,11,4,Highland,female,15-44
2021-01-28,468,124,5,2,Highland,female,45-64
2021-01-28,446,24,8,2,Highland,female,65-74
2021-01-28,324,57,16,3,Highland,female,75-84
2021-01-28,150,12,4,1,Highland,female,85+
2021-01-28,383,76,10,3,Highland,male,0
2021-01-28,288,57,8,4,Highland,male,1-14
2021-01-28,181,58,11,2,Highland,male,15-44
2021-01-28,293,36,7,3,Highland,male,45-64
2021-01-28,182,113,5,2,Highland,male,65-74
2021-01-28,256,14,12,1,Highland,male,75-84
2021-01-28,326,47,15,2,Highland,male,85+
2021-01-28,295,66,16,2,Lanarkshire,female,0
2021-01-28,433,45,16,2,Lanarkshire,female,1-14
2021-01-28,367,63,10,3,Lanarkshire,female,15-44
2021-01-28,152,68,11,3,Lanarkshire,female,45-64
2021-01-28,395,32,7,2,Lanarkshire,female,65-74
2021-01-28,470,44,6,3,Lanarkshire,female,75-84
2021-01-28,356,41,6,3,Lanarkshire,female,85+
2021-01-28,361,59,14,2,Lanarkshire,male,0
2021-01-28,431,85,12,2,Lanarkshire,male,1-14
2021-01-28,327,49,7,4,Lanarkshire,male,15-44
2021-01-28,265,35,3,0,Lanarkshire,male,45-64
2021-01-28,180,39,2,2,Lanarkshire,male,65-74
2021-01-28,131,43,10,2,Lanarkshire,male,75-84
2021-01-28,298,99,9,3,Lanarkshire,male,85+
2021-01-28,210,52,9,2,Lothian,female,0
2021-01-28,198,56,11,1,Lothian,female,1-14
2021-01-28,265,52,6,4,Lothian,female,15-44
2021-01-28,305,10,6,3,Lothian,female,45-64
2021-01-28,256,19,2,2,Lothian,female,65-74
2021-01-28,473,86,10,2,Lothian,female,75-84
2021-01-28,98,56,2,1,Lothian,female,85+
2021-01-28,365,82,13,2,Lothian,male,0
2021-01-28,205,47,10,0,Lothian,male,1-14
2021-01-28,328,23,4,3,Lothian,male,15-44
2021-01-28,19,72,3,3,Lothian,male,45-64
2021-01-28,385,30,13,4,Lothian,male,65-74
2021-01-28,323,71,11,2,Lothian,male,75-84
2021-01-28,542,69,10,2,Lothian,male,85+
2021-01-28,373,77,10,2,Orkney,female,0
2021-01-28,280,27,1,2,Orkney,female,1-14
2021-01-28,288,23,3,2,Orkney,female,15-44
2021-01-28,108,79,6,5,Orkney,female,45-64
2021-01-28,300,45,11,2,Orkney,female,65-74
2021-01-28,187,89,8,3,Orkney,female,75-84
2021-01-28,329,44,12,1,Orkney,female,85+
2021-01-28,267,94,5,1,Orkney,male,0
2021-01-28,149,75,3,3,Orkney,male,1-14
2021-01-28,210,63,12,4,Orkney,male,15-44
2021-01-28,201,75,4,2,Orkney,male,45-64
2021-01-28,401,45,8,2,Orkney,male,65-74
2021-01-28,413,74,10,1,Orkney,male,75-84
2021-01-28,225,41,6,3,Orkney,male,85+
2021-01-28,256,94,8,1,Shetland,female,0
2021-01-28,267,54,10,4,Shetland,female,1-14
2021-01-28,425,60,5,3,Shetland,female,15-44
2021-01-28,438,56,9,2,Shetland,female,45-64
2021-01-28,227,64,7,2,Shetland,female,65-74
2021-01-28,404,12,11,1,Shetland,female,75-84
2021-01-28,261,81,8,2,Shetland,female,85+
2021-01-28,462,98,0,3,Shetland,male,0
2021-01-28,171,32,13,3,Shetland,male,1-14
2021-01-28,280,67,11,2,Shetland,male,15-44
2021-01-28,242,66,3,2,Shetland,male,45-64
2021-01-28,669,73,12,2,Shetland,male,65-74
